student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
1785,student 6922,8,Afghanistan,Female,Elementary school (5-9),Gulf Indian High School,Technology,6,Graphic Designing & Animation,8,5,Applied Tech,Hybrid,Game Development
92,student 6923,8,USA,Male,Elementary school (5-9),Gulf Indian High School,Sports,39,Young Data Scientist,96,3,Beginner,Online,Coding for kids
998,student 6924,8,Canada,Female,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,5,Proficiency,In-person,3D Designing
1145,student 6925,8,United Arab Emirates,Male,Elementary school (5-9),Gulf Indian High School,Technology,4,Technology Innovative Learning,24,3,Proficiency,Online,3D Designing
212,student 6926,8,Ireland,Male,Elementary school (5-9),Gulf Indian High School,Technology,10,LEGO Robotics,24,5,Proficiency,In-person,App Development
1504,student 6927,8,Pakistan,Female,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,48,4,Intermediate,Hybrid,AI
2564,student 6929,8,Cameroon,Female,Elementary school (5-9),Gulf Indian High School,Art,4,Technology Innovative Learning,48,4,Intermediate,Hybrid,Robotics Innovative Learning
2431,student 6930,8,United Arab Emirates,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,48,4,Applied Tech,Hybrid,Python
16,student 6931,8,Armenia,Female,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,5,Applied Tech,In-person,Coding for kids
1487,student 6932,8,United Kingdom,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,8,3,Applied Tech,Hybrid,Technology Innovative Learning
2037,student 6933,8,United Kingdom,Male,Elementary school (5-9),Gulf Indian High School,Technology,19,Young Coder,24,4,Proficiency,Hybrid,AI
52,student 6934,8,Singapore,Male,Elementary school (5-9),Gulf Indian High School,Sports,18,Graphic Designing,8,4,Beginner,Online,AI
542,student 6935,8,India,Female,Elementary school (5-9),Gulf Indian High School,Technology,10,LEGO Robotics,48,4,Beginner,Online,Graphics Designing
2512,student 6936,12,Pakistan,Female,Middle school (10-13),English Language Private School,Technology,30,Young Designer Program,8,3,Beginner,In-person,Graphics Designing
2609,student 6937,11,Korea,Female,Middle school (10-13),English Language Private School,Art,32,Programming,8,3,Proficiency,In-person,Game Development
101,student 6939,5,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Music,4,Technology Innovative Learning,24,4,Proficiency,In-person,AI
749,student 6940,14,United Arab Emirates,Female,High school/College (14+),Dubai National School,Technology,1,Robotics,24,5,Beginner,Hybrid,App Development
1327,student 6941,8,United Arab Emirates,Female,Elementary school (5-9),Petals school,Science,1,Robotics,24,5,Beginner,Online,Technology Innovative Learning
2171,student 6944,13,United Arab Emirates,Male,Middle school (10-13),Al Diyafah High School,Technology,1,Robotics,24,4,Proficiency,Hybrid,App Development
1968,student 6945,9,United Arab Emirates,Female,Elementary school (5-9),Delhi Private School,Sports,10,LEGO Robotics,24,4,Applied Tech,In-person,App Development
1260,student 6946,15,Qatar,Female,High school/College (14+),Frontline school,Art,35,Young Web Developer,48,4,Beginner,Hybrid,3D Designing
162,student 6947,12,United Arab Emirates,Male,Middle school (10-13),Primus Private School LLC,Sports,2,Python Programming,24,3,Proficiency,Hybrid,AI
2650,student 6948,14,United Arab Emirates,Male,High school/College (14+),The winchester school jabal ali,Sports,45,Young Entrepreneur,8,4,Applied Tech,Hybrid,Python
1041,student 6950,14,Saudi Arabia,Female,High school/College (14+),Dubai Scholars Private School,Technology,17,3D Designing & Modelling,48,3,Beginner,Online,Robotics Innovative Learning
2314,student 6952,8,United Arab Emirates,Male,Elementary school (5-9),GEMS Jumeirah Primary School,Science,21,Technology Onsite,24,3,Beginner,In-person,Python
1685,student 6953,17,United Arab Emirates,Male,High school/College (14+),Lycee Theodore Monot,Technology,2,Python Programming,48,3,Proficiency,Hybrid,Technology Innovative Learning
2565,student 6954,15,United Arab Emirates,Male,High school/College (14+),Repton SchoolGems Founders,Technology,2,Python Programming,48,5,Intermediate,Online,Coding for kids
2866,student 6955,17,United Arab Emirates,Female,High school/College (14+),"Camp, Amity ( Al Nadha)",Science,2,Python Programming,8,3,Beginner,Hybrid,App Development
2470,student 6956,14,United Arab Emirates,Male,High school/College (14+),Cbsd,Science,3,Artificial Intelligence,48,3,Proficiency,Hybrid,App Development
480,student 6959,7,Venezuela,Male,Elementary school (5-9),Belvedere British School,Technology,27,Young Innovator,8,4,Proficiency,Hybrid,Graphics Designing
175,student 6960,12,New Zealand,Female,Middle school (10-13),Our Own High School,Sports,36,JAVA Programming,24,5,Applied Tech,Hybrid,Technology Innovative Learning
1801,student 6962,14,Turkey,Male,High school/College (14+),Al Rowad international,Sports,17,3D Designing & Modelling,24,4,Proficiency,Online,Python
1459,student 6964,9,United Arab Emirates,Female,Elementary school (5-9),Primus Private School LLC,Technology,1,Robotics,96,3,Applied Tech,In-person,Python
2906,student 6965,10,United Arab Emirates,Male,Middle school (10-13),Golf Indian High School,Mathematics,1,Robotics,48,4,Proficiency,Online,3D Designing
2924,student 6966,15,United Arab Emirates,Male,High school/College (14+),Udgam,Technology,1,Robotics,48,3,Intermediate,Hybrid,Technology Innovative Learning
1008,student 6967,12,United Arab Emirates,Male,Middle school (10-13),Head Start Educational Academy,Technology,1,Robotics,24,4,Intermediate,Hybrid,Coding for kids
391,student 6968,15,United Arab Emirates,Female,High school/College (14+),Al Arqm Private School,Art,1,Robotics,48,5,Beginner,Online,App Development
2143,student 6970,11,United Arab Emirates,Female,Middle school (10-13),Suncity school,Music,1,Robotics,48,3,Proficiency,In-person,3D Designing
2335,student 6971,10,United Arab Emirates,Female,Middle school (10-13),Scottish High International School,Science,1,Robotics,24,4,Applied Tech,Online,Coding for kids
1281,student 6972,11,United Arab Emirates,Female,Middle school (10-13),British International School,Mathematics,1,Robotics,24,3,Proficiency,Online,Robotics Innovative Learning
753,student 6973,13,United Arab Emirates,Female,Middle school (10-13),Amity School L.L.C,Technology,1,Robotics,24,3,Intermediate,In-person,Python
1415,student 6974,13,United Arab Emirates,Male,Middle school (10-13),Avah Unity,Technology,1,Robotics,48,5,Intermediate,In-person,Technology Innovative Learning
2106,student 6975,9,United Arab Emirates,Male,Elementary school (5-9),Gems Wellington Academy Silicon Oasis,Art,1,Robotics,48,4,Applied Tech,In-person,Coding for kids
258,student 6976,11,United Arab Emirates,Male,Middle school (10-13),Sheikh Zayed Private Academy,Sports,1,Robotics,24,4,Proficiency,In-person,3D Designing
2334,student 6977,9,United Arab Emirates,Male,Elementary school (5-9),GEMOOSH,Music,1,Robotics,96,5,Proficiency,Hybrid,Python
2220,student 6978,11,United Arab Emirates,Female,Middle school (10-13),Grammar School,Art,1,Robotics,24,4,Beginner,In-person,Robotics Innovative Learning
1238,student 6979,11,United Arab Emirates,Female,Middle school (10-13),Wesgreen International School,Music,1,Robotics,8,4,Proficiency,Online,Python
2119,student 6980,11,United Arab Emirates,Female,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,24,3,Applied Tech,Online,Python
234,student 6981,10,United Arab Emirates,Female,Middle school (10-13),Uptown School,Science,1,Robotics,8,4,Beginner,Online,Robotics Innovative Learning
1744,student 6982,12,United Arab Emirates,Female,Middle school (10-13),Ambersrdm,Science,1,Robotics,24,4,Applied Tech,Hybrid,Coding for kids
2017,student 6983,5,United Arab Emirates,Male,Elementary school (5-9),Al Eman Educational Est ( Al Eman private School ),Sports,40,Microsoft Arcade,96,3,Proficiency,Online,AI
2547,student 6984,9,United Arab Emirates,Male,Elementary school (5-9),Al Adab Iranian Private School for Boys,Sports,27,Young Innovator,48,5,Beginner,In-person,Robotics Innovative Learning
1324,student 6985,8,United Arab Emirates,Male,Elementary school (5-9),JSS PRIVATE SCHOOL LLC,Art,1,Robotics,24,4,Beginner,In-person,Coding for kids
1890,student 6986,10,United Arab Emirates,Male,Middle school (10-13),The Indian High School-Branch,Technology,1,Robotics,96,4,Intermediate,In-person,Coding for kids
2316,student 6987,10,United Arab Emirates,Female,Middle school (10-13),Shaufa International School,Mathematics,1,Robotics,48,5,Applied Tech,Online,Coding for kids
800,student 6988,6,United Arab Emirates,Female,Elementary school (5-9),Sunmarke School,Art,1,Robotics,8,5,Applied Tech,Hybrid,Robotics Innovative Learning
2568,student 6989,8,United Arab Emirates,Male,Elementary school (5-9),GEMS Our Own Indian School,Mathematics,1,Robotics,48,3,Applied Tech,Online,App Development
1173,student 6990,8,United Arab Emirates,Male,Elementary school (5-9),JSS PRIVATE SCHOOL,Technology,1,Robotics,24,5,Applied Tech,Online,Python
2691,student 6991,11,United Arab Emirates,Female,Middle school (10-13),Lycee Theodore Monot,Technology,1,Robotics,24,3,Intermediate,Online,Technology Innovative Learning
1969,student 6992,12,United Arab Emirates,Female,Middle school (10-13),International school of Choueifat,Science,1,Robotics,24,4,Beginner,In-person,App Development
272,student 6993,11,United Arab Emirates,Female,Middle school (10-13),Cambridge International School,Science,1,Robotics,24,4,Applied Tech,In-person,Technology Innovative Learning
1105,student 7000,6,United Arab Emirates,Female,Elementary school (5-9),Al Diyafah High School,Science,10,LEGO Robotics,24,4,Beginner,Online,Coding for kids
1166,student 7001,11,Qatar,Female,Middle school (10-13),online lead,Sports,29,Web Development,96,3,Beginner,Hybrid,Graphics Designing
2816,student 7002,10,United Arab Emirates,Male,Middle school (10-13),"DPS, Jeslselulic",Science,2,Python Programming,24,4,Intermediate,In-person,Python
2304,student 7003,13,United Arab Emirates,Female,Middle school (10-13),Indian School Bahrain,Mathematics,10,LEGO Robotics,96,3,Beginner,Hybrid,Game Development
1732,student 7004,14,Bosnia and Herzegovina,Male,High school/College (14+),GEMS AlBarsha National School for Boys,Technology,10,LEGO Robotics,24,4,Applied Tech,Online,Robotics Innovative Learning
2569,student 7005,19,Cook Islands,Female,High school/College (14+),American School of Creative Sciences,Music,17,3D Designing & Modelling,48,4,Beginner,In-person,Game Development
1863,student 7006,10,United Arab Emirates,Female,Middle school (10-13),Sheikh Zayed Private Academy,Science,1,Robotics,24,4,Intermediate,In-person,Coding for kids
296,student 7007,13,United Arab Emirates,Female,Middle school (10-13),Manipal Academy of Higher Education,Music,1,Robotics,48,4,Intermediate,Hybrid,Python
222,student 7008,11,United Arab Emirates,Female,Middle school (10-13),JSSIS,Music,1,Robotics,24,4,Beginner,Hybrid,Python
801,student 7009,12,United Arab Emirates,Female,Middle school (10-13),Sunmarke School,Art,1,Robotics,48,5,Intermediate,Hybrid,App Development
1263,student 7010,14,United Arab Emirates,Female,High school/College (14+),Nadeen International school,Music,1,Robotics,48,3,Proficiency,Online,Python
2686,student 7011,13,United Arab Emirates,Female,Middle school (10-13),Kido,Technology,1,Robotics,24,4,Intermediate,Online,Game Development
160,student 7012,10,United Arab Emirates,Female,Middle school (10-13),University of Wollongong,Music,1,Robotics,48,3,Proficiency,Hybrid,App Development
2921,student 7013,14,United Arab Emirates,Male,High school/College (14+),Icademy Middle East FZ.LLC,Music,1,Robotics,24,4,Intermediate,In-person,Technology Innovative Learning
2063,student 7014,11,United Arab Emirates,Male,Middle school (10-13),The Westminister School Dubai,Music,1,Robotics,24,4,Applied Tech,Hybrid,App Development
1623,student 7015,14,United Arab Emirates,Male,High school/College (14+),Dubai International Academy,Art,1,Robotics,24,3,Applied Tech,Hybrid,App Development
579,student 7016,11,United Arab Emirates,Female,Middle school (10-13),Belvedere British School,Mathematics,1,Robotics,8,4,Proficiency,Hybrid,Technology Innovative Learning
2552,student 7017,15,United Arab Emirates,Male,High school/College (14+),International school of Choueifat,Science,1,Robotics,48,3,Applied Tech,Hybrid,Coding for kids
1924,student 7019,16,UAE,Female,High school/College (14+),Gravi,Mathematics,2,Python Programming,24,4,Intermediate,Online,Coding for kids
57,student 7020,16,Ireland,Female,High school/College (14+),Ow qusm high school,Science,2,Python Programming,48,3,Applied Tech,Online,App Development
318,student 7021,8,Cuba,Female,Elementary school (5-9),Sk bukit jalil,Sports,27,Young Innovator,48,5,Beginner,In-person,Robotics Innovative Learning
2703,student 7022,8,USA,Male,Elementary school (5-9),The Indian High School-Branch,Sports,27,Young Innovator,24,3,Intermediate,Hybrid,Game Development
550,student 7023,13,Saudi Arabia,Female,Middle school (10-13),"Indian Embassy School, Riyadh",Sports,2,Python Programming,24,4,Intermediate,In-person,Python
1519,student 7024,10,United Arab Emirates,Male,Middle school (10-13),Jubail International School,Technology,24,Coding For Kids,8,3,Intermediate,Hybrid,Game Development
1897,student 7025,12,United Arab Emirates,Male,Middle school (10-13),Dubai Scholars Private School,Technology,1,Robotics,8,4,Intermediate,Online,AI
756,student 7026,10,United Arab Emirates,Male,Middle school (10-13),GEMOOSH,Science,1,Robotics,48,5,Proficiency,Online,AI
2643,student 7027,13,United Arab Emirates,Male,Middle school (10-13),Scuola Dei Bambini,Mathematics,1,Robotics,96,3,Proficiency,In-person,Graphics Designing
2696,student 7028,13,United Arab Emirates,Female,Middle school (10-13),Eaton International School,Music,1,Robotics,48,3,Proficiency,Hybrid,AI
779,student 7029,14,United Arab Emirates,Female,High school/College (14+),"International Indian School, Jeddah",Music,1,Robotics,96,4,Applied Tech,In-person,Game Development
1492,student 7030,10,United Arab Emirates,Female,Middle school (10-13),Indian school al Ghubra,Sports,1,Robotics,48,4,Intermediate,Online,Coding for kids
2345,student 7031,11,United Arab Emirates,Female,Middle school (10-13),Scholars International Academy,Science,1,Robotics,48,4,Intermediate,In-person,Robotics Innovative Learning
2548,student 7033,12,United Arab Emirates,Male,Middle school (10-13),The Winchester School,Music,1,Robotics,96,4,Beginner,In-person,AI
501,student 7034,10,United Arab Emirates,Female,Middle school (10-13),"DPS, Jeslselulic",Music,1,Robotics,48,3,Intermediate,Online,Python
917,student 7035,10,United Arab Emirates,Male,Middle school (10-13),GEMS Royal Dubai School,Art,1,Robotics,48,3,Proficiency,In-person,3D Designing
440,student 7036,15,United Arab Emirates,Male,High school/College (14+),The Alpha School LLC,Science,3,Artificial Intelligence,8,5,Beginner,In-person,Coding for kids
2148,student 7038,13,United Arab Emirates,Male,Middle school (10-13),American International School,Science,2,Python Programming,24,4,Intermediate,Online,Technology Innovative Learning
696,student 7039,15,New Zealand,Male,High school/College (14+),Raha international school,Art,2,Python Programming,96,4,Beginner,Online,Game Development
