Student Name,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 8886,Internet of Things,Saudi Arabia,Al Khaleej National School,Female,12,Hybrid,48,Mathematics,Beginner,Graphics Designing,4
student 8887,Tech Innovator,United Arab Emirates,Cambridge International School,Female,7,Hybrid,24,Music,Proficiency,Technology Innovative Learning,4
student 8888,STEM Jr,United Arab Emirates,Cambridge International School,Male,5,Hybrid,48,Sports,Applied Tech,3D Designing,5
student 8889,Summer Camp 2022,United Arab Emirates,Amity School L.L.C,Male,4,In-person,8,Sports,Beginner,Graphics Designing,3
student 8890,3D Designing and Printing,Egypt,St marys icse,Male,10,In-person,24,Music,Proficiency,Robotics Innovative Learning,4
student 8891,STEM Jr,United Arab Emirates,GEMS Modern Academy,Male,4,Hybrid,48,Technology,Intermediate,3D Designing,5
student 8892,Summer Camp 2022,United Arab Emirates,The International School of Choueifat,Female,6,Online,24,Sports,Intermediate,Game Development,4
student 8893,Summer Camp 2022,India,Mayoor Pvt School,Male,KG 2,Hybrid,24,Technology,Proficiency,Game Development,4
student 8894,Space STEM,Kuwait,Ambenda Manpol,Male,10,Hybrid,48,Music,Intermediate,Graphics Designing,4
student 8895,Tech Innovator,United Arab Emirates,The Winchester School,Female,11,In-person,48,Sports,Applied Tech,Graphics Designing,3
student 8896,Summer Camp 2022,Saudi Arabia,Al majd international school,Male,4,In-person,24,Music,Proficiency,Coding for kids,4
student 8897,Summer Camp 2022,United Arab Emirates,The Westminster School,Female,10,Hybrid,8,Mathematics,Applied Tech,Python,3
student 8898,STEM Sr,Singapore,"Global Indian Inter. School, DXB",Male,10,Hybrid,24,Art,Proficiency,Python,3
student 8899,Summer Camp 2022,Ireland,ST laurence school Sallins,Female,4,Hybrid,24,Science,Beginner,Robotics Innovative Learning,5
student 8900,Summer Camp 2022,United Arab Emirates,Cambridge International School,Female,8,Online,24,Mathematics,Applied Tech,Robotics Innovative Learning,4
student 8901,STEM Jr,India,Cambridge International School,Female,4,Online,24,Sports,Intermediate,3D Designing,5
student 8902,Spring Camps,UK,Cardiff international school / Qatar Finland I fee atop all school,Male,10,Hybrid,24,Art,Proficiency,3D Designing,3
student 8903,World Robot Olympiad (WRO),United Arab Emirates,GEMS Our Own Indian School,Male,4,Online,8,Mathematics,Applied Tech,AI,3
student 8904,Young Designer Program,Kuwait,Ambassador International Academy,Male,10,In-person,24,Science,Proficiency,Coding for kids,3
student 8905,Gulf News - Robotics Innovative Learning,Turkey,Belvedere British School,Female,10,Hybrid,48,Music,Proficiency,Coding for kids,3
student 8906,Summer Camp 2022,United Arab Emirates,Reach British School,Female,6,Hybrid,48,Art,Proficiency,Game Development,4
student 8907,Bootcamp - 3D Designing & Modelling,Bahrain,Jumeirah English Speaking School (Br),Male,10,Hybrid,48,Mathematics,Beginner,Coding for kids,4
student 8908,Graphics Designing,Jordan,Al Adab Iranian Private School for Girls,Male,10,Hybrid,48,Music,Beginner,Technology Innovative Learning,4
student 8909,Scratch Coding,KSA,Amity School L.L.C,Male,10,In-person,24,Technology,Proficiency,App Development,4
student 8910,Summer Camp 2022,United Arab Emirates,GEMS Our Own English High School,Female,5,Hybrid,24,Mathematics,Proficiency,AI,3
student 8911,Graphic Designing,Oman,JSSIS,Female,10,Online,8,Art,Applied Tech,3D Designing,3
student 8912,Summer Camp 2022,United Arab Emirates,Pakistan Educational Academy,Female,5,Online,8,Sports,Intermediate,3D Designing,4
student 8913,Summer Camp 2022,United Arab Emirates,Uptown School,Female,9,Hybrid,48,Mathematics,Intermediate,3D Designing,3
student 8914,Tech Innovator,United Arab Emirates,The Winchester School,Female,11,Online,24,Sports,Proficiency,Graphics Designing,3
student 8915,STEM Jr,Uganda,GEMS Modern Academy,Female,1,In-person,24,Art,Intermediate,Technology Innovative Learning,4
student 8916,STEM Jr,India,Crescent English School,Male,3,Online,24,Sports,Beginner,Technology Innovative Learning,3
student 8917,Python Programming,Bosnia and Herzegovina,Indian High School,Female,6,Hybrid,24,Art,Applied Tech,Game Development,3
student 8918,STEM Jr,Iran (Islamic Republic of),GEMS Jumeirah Primary School,Female,5,Hybrid,8,Music,Beginner,3D Designing,5
student 8919,STEM Jr,India,"NES International school, mulund west",Male,5,In-person,48,Technology,Proficiency,Python,4
student 8920,Summer Camp 2022,Saudi Arabia,Grammar School,Female,7,In-person,48,Science,Intermediate,App Development,4
student 8921,Summer Camp 2022,United Arab Emirates,Cambridge International School,Female,9,In-person,8,Science,Intermediate,Python,4
student 8922,Tech Innovator,United Arab Emirates,Cambridge International School,Male,6,Hybrid,24,Mathematics,Applied Tech,AI,5
student 8923,Summer Camp 2022,United Arab Emirates,Advanced Learning Schools Riyadh,Male,KG 1,Online,48,Science,Applied Tech,3D Designing,3
student 8924,3D Designing & Modelling,Oman,Indian school al Ghubra,Male,9,In-person,48,Science,Proficiency,App Development,3
student 8925,Summer Camp 2022,United Arab Emirates,Cambridge International School,Male,7,Hybrid,24,Technology,Intermediate,Game Development,4
student 8926,Summer Camp 2022,United Arab Emirates,Cambridge International School,Female,13,In-person,8,Mathematics,Applied Tech,App Development,4
student 8927,Summer Camp 2022,United Arab Emirates,Raffles World Academy,Female,4,Hybrid,48,Technology,Applied Tech,Technology Innovative Learning,4
student 8928,Microsoft Arcade,United States,AlRaja School,Male,10,In-person,24,Art,Intermediate,Coding for kids,3
student 8929,Artificial Intelligence Summer Program & Internship,Saudi Arabia,Summit International School,Male,10,Hybrid,24,Sports,Intermediate,AI,4
student 8930,FIRST Lego League - Senior,Bahrain,International School of Creative Science,Female,10,Online,8,Music,Proficiency,Graphics Designing,5
student 8931,"CIS, Dubai - Tech Innovator Year (7 -10)",Palestine,GEMS Wellington Academy (Branch),Female,10,Hybrid,24,Technology,Applied Tech,App Development,4
student 8932,Artificial Intelligence for Non Programmers,China,The Alpha School LLC,Male,10,Hybrid,8,Technology,Applied Tech,Python,4
student 8933,Young Web Developer,IndiaSpain,Frontline school,Female,10,In-person,48,Sports,Beginner,App Development,5
student 8934,Summer Camp 2022,United Arab Emirates,The Philippine School,Male,10,In-person,48,Sports,Intermediate,Technology Innovative Learning,4
student 8935,Summer Camp 2022,United Arab Emirates,GEMS Modern Academy,Female,2,Online,48,Technology,Beginner,3D Designing,4
student 8936,Arduino,Syria,Belvedere British School,Female,10,In-person,96,Art,Applied Tech,Python,3
student 8937,STEM Jr,United Arab Emirates,Safa British School,Female,FS 2,Online,24,Music,Beginner,Coding for kids,3
student 8938,Summer Camp 2022,United Arab Emirates,The Indian High School,Male,5,Online,24,Technology,Intermediate,Robotics Innovative Learning,4
student 8939,Summer Camp 2022,United Arab Emirates,Belvedere British School,Male,KG 1,In-person,96,Music,Beginner,AI,4
student 8940,Tech Innovator,UK,GEMS Millennium Sharjah,Female,10,Hybrid,24,Mathematics,Beginner,Coding for kids,4
student 8941,Summer Camp 2022,United Arab Emirates,GEMS Our Own English High School,Female,4,In-person,48,Art,Beginner,App Development,3
student 8942,Summer Camp 2022,United Arab Emirates,Lycee Theodore Monot,Female,7,In-person,48,Science,Proficiency,App Development,4
student 8943,Summer Camp 2022,United Arab Emirates,GEMS New Millennium School L.L.C,Male,10,In-person,96,Art,Applied Tech,Python,3
student 8944,Summer Camp 2022,United Arab Emirates,The Millenium School,Male,12,In-person,48,Technology,Beginner,Graphics Designing,3
student 8945,Virtual Robotics & Mechatronics,United Arab Emirates,DPS dubai,Female,7,Hybrid,24,Science,Beginner,Python,3
student 8946,Summer Camp 2022,India,Children academy,Female,9,In-person,48,Sports,Intermediate,3D Designing,4
student 8947,STEM Jr,Egypt,Gems FirstPoint School,Female,10,Hybrid,24,Mathematics,Applied Tech,Robotics Innovative Learning,3
student 8948,"CIS, Dubai - Stem Junior Year (3 -6)",India,Udgam,Male,10,In-person,48,Sports,Intermediate,Python,4
student 8949,Tech Summer Camp for Juniors,Syria,Summit International School,Female,10,Online,24,Science,Beginner,Robotics Innovative Learning,4
student 8950,Summer Camp 2022,United Arab Emirates,Advanced Learning Schools Riyadh,Female,FS 1,Online,24,Art,Beginner,App Development,4
student 8951,Summer Camp 2022,United Arab Emirates,Belvedere British School,Male,KG 1,Hybrid,48,Music,Intermediate,Coding for kids,3
student 8952,Summer Camp 2022,United Arab Emirates,British International School,Female,4,In-person,48,Music,Intermediate,Game Development,4
student 8953,Summer Camp 2022,United Arab Emirates,Belvedere British School,Male,2,In-person,96,Music,Intermediate,AI,3
student 8954,Tech Innovator,Uruguay,Al Adab Iranian Private School for Boys,Male,5,Online,48,Music,Beginner,3D Designing,4
student 8955,STEM Jr,Uruguay,Amity School L.L.C,Female,KG 2,Online,96,Music,Intermediate,Graphics Designing,3
student 8956,Tech Innovator,United Arab Emirates,The Aquila School,Female,KG 1,Hybrid,96,Science,Proficiency,Python,5
student 8957,Summer Camp 2022,United Arab Emirates,The Arbor School,Male,5,Hybrid,24,Technology,Applied Tech,Python,3
student 8958,JAVA Programming,United States,Cbsd,Female,12,Hybrid,96,Technology,Proficiency,Game Development,3
student 8959,Tech Innovator,United Arab Emirates,Al Ain English Speaking School,Male,FS 2,In-person,48,Music,Intermediate,Graphics Designing,4
student 8960,VEX Robotics,Cameroon,The winchester school jabal ali,Female,10,Hybrid,96,Sports,Proficiency,Graphics Designing,4
student 8961,STEM Jr,Russia,Nadeen International,Female,2,Hybrid,48,Mathematics,Intermediate,Graphics Designing,3
student 8962,Tech Innovator,United Arab Emirates,GEMS Jumeirah Primary School,Male,KG 1,Hybrid,24,Sports,Applied Tech,App Development,4
student 8963,Tech Innovator,Cuba,Al majd international school,Male,9,Hybrid,48,Science,Beginner,Coding for kids,5
student 8964,App Design and Development,United Arab Emirates,International School of Creative Science,Male,2,Online,48,Mathematics,Proficiency,Coding for kids,4
student 8965,App Design and Development,United Arab Emirates,International School of Creative Science,Male,8,Hybrid,8,Sports,Beginner,Game Development,4
student 8966,World Robot Olympiad (WRO),Poland,American School of Creative Sciences,Female,10,Online,48,Music,Intermediate,3D Designing,4
student 8967,Tech Summer Camp for Juniors,United Arab Emirates,Indian High School,Male,7,Hybrid,48,Music,Proficiency,App Development,5
student 8968,Graphic Designing,IndiaSpain,Apeejay school,Male,10,Online,24,Art,Applied Tech,App Development,3
student 8969,Game Development - Microsoft Arcade,Nigeria,AL mawakeb school,Female,7,Online,48,Art,Beginner,AI,4
student 8970,STEM Jr,United Arab Emirates,GEMS Modern Academy,Female,3,Hybrid,24,Mathematics,Beginner,Graphics Designing,3
student 8971,Tech Innovator,United Arab Emirates,GEMS Wellington International School,Male,9,Online,48,Mathematics,Beginner,Python,5
student 8972,Summer Camp 2022,India,Jbcn,Male,6,In-person,48,Mathematics,Proficiency,Robotics Innovative Learning,5
student 8973,App Design and Development,India,Victoria INstitution KL,Male,4,Online,48,Technology,Applied Tech,Game Development,5
student 8974,App Design and Development,India,JPS Sharjah,Female,5,Online,96,Science,Applied Tech,AI,4
student 8975,Python Coding,India,Al Naseem International School,Male,3,Online,8,Mathematics,Proficiency,Coding for kids,4
student 8976,Coding For Kids,India,GIIS,Female,4,In-person,96,Music,Applied Tech,3D Designing,4
student 8977,STEM Jr,India,ST laurence school Sallins,Female,4,Online,48,Technology,Applied Tech,Game Development,5
student 8978,STEM Jr,India,Amity School L.L.C,Female,3,Online,48,Mathematics,Proficiency,Python,3
student 8979,Tech Innovator,Bahrain,Nadeen International school,Female,2,Online,24,Art,Proficiency,AI,3
student 8980,Drone Technology & Aerodynamics,Egypt,GEHS,Female,10,In-person,24,Sports,Applied Tech,Graphics Designing,4
student 8981,Train the Trainer,Qatar,LLfp,Male,10,In-person,48,Art,Intermediate,Robotics Innovative Learning,4
student 8982,Coding For Kids,China,Gems Wellington Academy Silicon Oasis,Female,10,In-person,96,Technology,Applied Tech,Coding for kids,4
student 8983,Summer Camp 2022,Kuwait,Indian learners own academy,Male,7,Hybrid,24,Mathematics,Intermediate,Game Development,3
student 8984,Tech Summer Camp for Juniors,Afghanistan,Indian High School,Female,1,Online,48,Mathematics,Applied Tech,App Development,5
student 8985,Robotics/Virtual Robotics/Robotics Programming,India,Amity School L.L.C,Male,11,Hybrid,24,Science,Proficiency,Graphics Designing,4
student 8986,Python Programming,India,Amity School L.L.C,Male,11,Online,24,Mathematics,Applied Tech,Robotics Innovative Learning,3
student 8987,Artificial Intelligence Program,India,Amity School L.L.C,Female,11,In-person,24,Music,Intermediate,Python,3
student 8988,Virtual Robotics & Mechatronics,United Arab Emirates,American International School,Female,11,In-person,8,Mathematics,Proficiency,Game Development,5
student 8989,Train the Trainer,India,Suchitran,Male,6,Hybrid,48,Art,Intermediate,Technology Innovative Learning,5
student 8990,Tech Innovator,United Arab Emirates,The Westminster School,Male,4,Online,24,Music,Applied Tech,Game Development,3
student 8991,Tech Innovator,Malaysia,SJKT ALOR GAJAH,Female,12,Hybrid,48,Mathematics,Beginner,Python,4
student 8992,STEM Jr,United Arab Emirates,The Westminster School,Female,4,Online,24,Sports,Intermediate,Robotics Innovative Learning,3
student 8993,Summer Camp 2022,Oman,Al Mawakeb School - Al Garhoud,Female,3,Online,8,Music,Beginner,Robotics Innovative Learning,4
student 8994,Gulf News - Data Analysis with Python,Syria,Scuola Dei Bambini,Male,10,Hybrid,24,Art,Intermediate,AI,4
student 8995,Public Speaking & Entrepreneurship,United States,"DPS, Sharjah",Male,10,Online,24,Art,Applied Tech,Coding for kids,3
student 8996,LEGO Robotics,UK,Kido,Female,10,In-person,48,Science,Beginner,Game Development,3
student 8997,"Public Speaking, Design Thinking and Junior Entrepreneur Program for Students",Saudi Arabia,SJCK Sin Ming,Female,1,Hybrid,24,Art,Proficiency,Robotics Innovative Learning,4
student 8998,Tech Innovator,India,Father Agnel School,Female,3,In-person,24,Science,Proficiency,Game Development,5
student 8999,Tech Innovator,Qatar,Cardiff international school / Qatar Finland I fee atop all school,Male,7,In-person,24,Science,Proficiency,Technology Innovative Learning,4
student 9000,3D Designing and Printing,Cuba,Al Khaleej National School,Female,10,In-person,8,Mathematics,Proficiency,Robotics Innovative Learning,4
student 9001,JAVA,Egypt,Cambridge International School Private,Female,10,Hybrid,8,Science,Intermediate,Robotics Innovative Learning,5
student 9002,Python Programming,Malaysia,Regent International Private School,Male,7,Hybrid,48,Technology,Applied Tech,Game Development,3
student 9003,World Robot Olympiad (WRO),Kuwait,"Millennium School, Shj",Female,10,In-person,24,Art,Intermediate,Graphics Designing,3
student 9004,Young Entrepreneur,Ireland,GEMS Millennium Sharjah,Male,10,In-person,48,Mathematics,Intermediate,Coding for kids,4
student 9005,"Public Speaking, Design Thinking and Junior Entrepreneur Program for Students",United Arab Emirates,Mayoor Pvt School,Female,KG 2,In-person,48,Sports,Proficiency,Python,4
student 9006,Technology Onsite,United Kingdom,SETON HOMESCHOOL,Female,10,Online,48,Science,Applied Tech,3D Designing,4
student 9007,Young Web Developer,Korea,GEMS Wellington Academy,Female,10,In-person,48,Art,Applied Tech,Python,3
student 9008,Tech Innovator,India,Apple International School,Male,4,Hybrid,48,Sports,Proficiency,Technology Innovative Learning,3
student 9009,Robotics Innovative Learning,Nigeria,Summit International School,Male,10,Online,24,Sports,Intermediate,App Development,4
student 9010,Tech Innovator,Saudi Arabia,IISD,Male,8,Online,96,Science,Applied Tech,3D Designing,3
student 9011,3D Designing and Printing,Ukraine,Dubai International Academy,Female,10,In-person,24,Art,Applied Tech,App Development,3
